Year,Relationship to the victim,Offence type,Offence category,Threat type,Age,Ethnicity,Ethnicity type,Marital status,Employment status,Occupation,Highest qualification,Disability status,Disability severity,Hours out of home on an average weekday,Structure of household,Household income,Tenure,Accommodation type,Output area classification,Area type,Level of physical disorder,Employment deprivation index,Region,Value
2016,,Sexual,,,,Mixed/multiple ethnic groups,Any other Mixed/Multiple ethnic background,,,,,,,,,,,,,,,,,0.448589271
2016,,Sexual,,,,Asian/Asian British,,,,,,,,,,,,,,,,,,0
2016,,Sexual,,,,Asian/Asian British,Indian,,,,,,,,,,,,,,,,,0.885694846
2016,,Sexual,,,,Asian/Asian British,Pakistani,,,,,,,,,,,,,,,,,0.323208127
2016,,Sexual,,,,Asian/Asian British,Bangladeshi,,,,,,,,,,,,,,,,,0.725941449
2016,,Sexual,,,,Asian/Asian British,Chinese,,,,,,,,,,,,,,,,,1.032141507
2016,,Sexual,,,,Asian/Asian British,Any other Asian background,,,,,,,,,,,,,,,,,2.472526058
2016,,Sexual,,,,Black/African/Caribbean/Black British,,,,,,,,,,,,,,,,,,0.919140229
2016,,Sexual,,,,Black/African/Caribbean/Black British,African,,,,,,,,,,,,,,,,,0
2016,,Sexual,,,,Black/African/Caribbean/Black British,Caribbean,,,,,,,,,,,,,,,,,0.602170102
2016,,Sexual,,,,Black/African/Caribbean/Black British,Any other Black/African/Caribbean background,,,,,,,,,,,,,,,,,0.555481773
2016,,Sexual,,,,Other ethnic group,,,,,,,,,,,,,,,,,,1.133261325
2016,,Sexual,,,,Other ethnic group,Other ethnic group - Arab,,,,,,,,,,,,,,,,,1.516491586
2016,,Sexual,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,,,0.517407147
2016,,Sexual,,,,,,Married,,,,,,,,,,,,,,,,0.866451268
2016,,Sexual,,,,,,Cohabiting,,,,,,,,,,,,,,,,0
2016,,Sexual,,,,,,Single,,,,,,,,,,,,,,,,1.07892392
2016,,Sexual,,,,,,Separated,,,,,,,,,,,,,,,,0.592997943
2016,,Sexual,,,,,,Divorced,,,,,,,,,,,,,,,,0.493827506
2016,,Sexual,,,,,,Widowed,,,,,,,,,,,,,,,,0.585857426
2016,,Sexual,,,,,,,Employed,,,,,,,,,,,,,,,0.91587066
2016,,Sexual,,,,,,,Unemployed,,,,,,,,,,,,,,,1.525068031
2016,,Sexual,,,,,,,Inactive,,,,,,,,,,,,,,,1.268841421
2016,,Sexual,,,,,,,Student,,,,,,,,,,,,,,,0.537097195
2016,,Sexual,,,,,,,Looking after family/home,,,,,,,,,,,,,,,0.651661353
2016,,Sexual,,,,,,,Long-term/temporarily sick/ill,,,,,,,,,,,,,,,0.857563796
2016,,Sexual,,,,,,,Retired,,,,,,,,,,,,,,,0.591121809
2016,,Sexual,,,,,,,Other inactive,,,,,,,,,,,,,,,0.961739037
2016,,Sexual,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,,,1.761132269
2016,,Sexual,,,,,,,,Intermediate occupations,,,,,,,,,,,,,,2.07248949
2016,,Sexual,,,,,,,,Routine and manual occupations,,,,,,,,,,,,,,1.066800371
2016,,Sexual,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,,,0.511902732
2016,,Sexual,,,,,,,,Full-time students,,,,,,,,,,,,,,0.376082672
2016,,Sexual,,,,,,,,Not classified,,,,,,,,,,,,,,0.750793845
2016,,Sexual,,,,,,,,,Degree or diploma,,,,,,,,,,,,,0.692881617
2016,,Sexual,,,,,,,,,Apprenticeship or A/AS level,,,,,,,,,,,,,0.752812244
2016,,Sexual,,,,,,,,,O level/GCSE,,,,,,,,,,,,,0.471844917
2016,,Sexual,,,,,,,,,Other,,,,,,,,,,,,,3.010471455
2016,,Sexual,,,,,,,,,No qualifications,,,,,,,,,,,,,0.88161261
2016,,Sexual,,,,,,,,,,,,Less than 3 hours,,,,,,,,,,1.050462087
2016,,Sexual,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,,0.717486903
2016,,Sexual,,,,,,,,,,,,7 hours or longer,,,,,,,,,,0.895753979
2016,,Sexual,,,,,,,,,,,,,No children,,,,,,,,,0.636437412
2016,,Sexual,,,,,,,,,,,,,Adults and child(ren),,,,,,,,,0.310176222
2016,,Sexual,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,,0.854485998
2016,,Sexual,,,,,,,,,,,,,,"Under £10,000",,,,,,,,0.416581249
2016,,Sexual,,,,,,,,,,,,,,"£10,000 - £20,000",,,,,,,,1.23365451
2016,,Sexual,,,,,,,,,,,,,,"£20,000 - £30,000",,,,,,,,0.917176595
2016,,Sexual,,,,,,,,,,,,,,"£30,000 - £40,000",,,,,,,,0.637310784
2016,,Sexual,,,,,,,,,,,,,,"£40,000 - £50,000",,,,,,,,0.190353191
2016,,Sexual,,,,,,,,,,,,,,"Over £50,000",,,,,,,,0.917323678
2016,,Sexual,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,,0.659861008
2016,,Sexual,,,,,,,,,,,,,,,Owner occupiers,,,,,,,0.843531372
2016,,Sexual,,,,,,,,,,,,,,,Social renters,,,,,,,0.597535138
2016,,Sexual,,,,,,,,,,,,,,,Private renters,,,,,,,0.31534815
2016,,Sexual,,,,,,,,,,,,,,,,Houses,,,,,,0.819476153
2016,,Sexual,,,,,,,,,,,,,,,,Detached,,,,,,0.621029451
2016,,Sexual,,,,,,,,,,,,,,,,Semi-detached,,,,,,0.707811854
2016,,Sexual,,,,,,,,,,,,,,,,Terraced,,,,,,0.323859129
2016,,Sexual,,,,,,,,,,,,,,,,Flats/maisonettes,,,,,,0.703787662
2016,,Sexual,,,,,,,,,,,,,,,,,Rural residents,,,,,1.139853773
2016,,Sexual,,,,,,,,,,,,,,,,,Cosmopolitans,,,,,0.689444637
2016,,Sexual,,,,,,,,,,,,,,,,,Ethnicity central,,,,,0.554690683
2016,,Sexual,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,,1.206763444
2016,,Sexual,,,,,,,,,,,,,,,,,Urbanites,,,,,0.635721033
2016,,Sexual,,,,,,,,,,,,,,,,,Suburbanites,,,,,1.198211537
2016,,Sexual,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,,0.616223946
2016,,Sexual,,,,,,,,,,,,,,,,,Hard-pressed living,,,,,0.20896422
2016,,Sexual,,,,,,,,,,,,,,,,,,Urban,,,,0.99234813
2016,,Sexual,,,,,,,,,,,,,,,,,,Rural,,,,0.482768751
2016,,Sexual,,,,,,,,,,,,,,,,,,,High,,,0.94762082
2016,,Sexual,,,,,,,,,,,,,,,,,,,Not high,,North East,0.576306657
2016,,Sexual,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,North West,1.048733901
2016,,Sexual,,,,,,,,,,,,,,,,,,,,Other output areas,Yorkshire and the Humber,0.544140716
2016,,Sexual,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,East Midlands,0.408048255
2016,,Sexual,,,,,,,,,,,,,,,,,,,,,West Midlands,0.662747354
2016,,Sexual,,,,,,,,,,,,,,,,,,,,,East of England,0.487044453
2016,,Sexual,,,,,,,,,,,,,,,,,,,,,London,1.194559524
2016,,Sexual,,,,,,,,,,,,,,,,,,,,,South East,8.167896533
2016,,Sexual,,,,,,,,,,,,,,,,,,,,,South West,12.57175528
2016,,Sexual,,,,,,,,,,,,,,,,,,,,,Wales,8.856889087
2016,,Sexual,,,,,,,,,,,,,,,,,,,,,,8.108890041
2016,,Sexual,,,,,,,,,,,,,,,,,,,,,,7.958375223
2016,,Sexual,,,,,,,,,,,,,,,,,,,,,,7.828726236
2016,,Sexual,,,,,,,,,,,,,,,,,,,,,,5.363771453
2016,,Stalking,,,,,,,,,,,,,,,,,,,,,,8.567862031
2016,,Stalking,,,16-19,,,,,,,,,,,,,,,,,,,8.865815653
2016,,Stalking,,,20-24,,,,,,,,,,,,,,,,,,,11.84574587
2016,,Stalking,,,35-44,,,,,,,,,,,,,,,,,,,4.753045019
2016,,Stalking,,,45-54,,,,,,,,,,,,,,,,,,,14.28787777
2016,,Stalking,,,55-59,,,,,,,,,,,,,,,,,,,14.31033389
2016,,Stalking,,,,White,Gypsy/Irish traveller,,,,,,,,,,,,,,,,,2.753680646
2016,,Stalking,,,,White,Any other white background,,,,,,,,,,,,,,,,,2.758851093
2016,,Stalking,,,,Mixed/multiple ethnic groups,,,,,,,,,,,,,,,,,,4.833659752
2016,,Stalking,,,,Mixed/multiple ethnic groups,White and Black African,,,,,,,,,,,,,,,,,0.650893993
2016,,Stalking,,,,Mixed/multiple ethnic groups,White and Asian,,,,,,,,,,,,,,,,,1.811065447
2016,,Stalking,,,,Mixed/multiple ethnic groups,Any other Mixed/Multiple ethnic background,,,,,,,,,,,,,,,,,7.833270684
2016,,Stalking,,,,Asian/Asian British,,,,,,,,,,,,,,,,,,7.544675857
2016,,Stalking,,,,Asian/Asian British,Indian,,,,,,,,,,,,,,,,,8.301262528
2016,,Stalking,,,,Asian/Asian British,Bangladeshi,,,,,,,,,,,,,,,,,6.397853571
2016,,Stalking,,,,Black/African/Caribbean/Black British,,,,,,,,,,,,,,,,,,3.642073315
2016,,Stalking,,,,Black/African/Caribbean/Black British,African,,,,,,,,,,,,,,,,,6.610411607
2016,,Stalking,,,,Black/African/Caribbean/Black British,Caribbean,,,,,,,,,,,,,,,,,12.51454226
2016,,Stalking,,,,Black/African/Caribbean/Black British,Any other Black/African/Caribbean background,,,,,,,,,,,,,,,,,19.75833394
2016,,Stalking,,,,Other ethnic group,,,,,,,,,,,,,,,,,,18.69002752
2016,,Stalking,,,,Other ethnic group,Other ethnic group - Arab,,,,,,,,,,,,,,,,,9.851189459
2016,,Stalking,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,,,7.151417325
2016,,Stalking,,,,,,Married,,,,,,,,,,,,,,,,15.13236781
2016,,Stalking,,,,,,Cohabiting,,,,,,,,,,,,,,,,10.46446157
2016,,Stalking,,,,,,Single,,,,,,,,,,,,,,,,8.812320541
2016,,Stalking,,,,,,Separated,,,,,,,,,,,,,,,,8.092067474
2016,,Stalking,,,,,,Divorced,,,,,,,,,,,,,,,,24.64828297
2016,,Stalking,,,,,,Widowed,,,,,,,,,,,,,,,,3.451915111
2016,,Stalking,,,,,,,Employed,,,,,,,,,,,,,,,6.231589768
2016,,Stalking,,,,,,,Unemployed,,,,,,,,,,,,,,,6.499453046
2016,,Stalking,,,,,,,Inactive,,,,,,,,,,,,,,,7.35134147
2016,,Stalking,,,,,,,Student,,,,,,,,,,,,,,,9.936714567
2016,,Stalking,,,,,,,Looking after family/home,,,,,,,,,,,,,,,9.944128006
2016,,Stalking,,,,,,,Long-term/temporarily sick/ill,,,,,,,,,,,,,,,9.803809911
2016,,Stalking,,,,,,,Other inactive,,,,,,,,,,,,,,,6.280157202
2016,,Stalking,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,,,10.3291226
2016,,Stalking,,,,,,,,Intermediate occupations,,,,,,,,,,,,,,9.355717324
2016,,Stalking,,,,,,,,Routine and manual occupations,,,,,,,,,,,,,,8.444440407
2016,,Stalking,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,,,9.979175561
2016,,Stalking,,,,,,,,Full-time students,,,,,,,,,,,,,,15.98350022
2016,,Stalking,,,,,,,,Not classified,,,,,,,,,,,,,,18.1398738
2016,,Stalking,,,,,,,,,Degree or diploma,,,,,,,,,,,,,8.803997224
2016,,Stalking,,,,,,,,,Apprenticeship or A/AS level,,,,,,,,,,,,,6.777937623
2016,,Stalking,,,,,,,,,O level/GCSE,,,,,,,,,,,,,10.09649572
2016,,Stalking,,,,,,,,,Other,,,,,,,,,,,,,8.07916729
2016,,Stalking,,,,,,,,,No qualifications,,,,,,,,,,,,,7.549761026
2016,,Stalking,,,,,,,,,,,,Less than 3 hours,,,,,,,,,,7.586643896
2016,,Stalking,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,,6.347092777
2016,,Stalking,,,,,,,,,,,,7 hours or longer,,,,,,,,,,22.62002532
2016,,Stalking,,,,,,,,,,,,,No children,,,,,,,,,16.21770133
2016,,Stalking,,,,,,,,,,,,,Adults and child(ren),,,,,,,,,12.89647257
2016,,Stalking,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,,7.621346293
2016,,Stalking,,,,,,,,,,,,,,"Under £10,000",,,,,,,,5.572882663
2016,,Stalking,,,,,,,,,,,,,,"£10,000 - £20,000",,,,,,,,5.906243926
2016,,Stalking,,,,,,,,,,,,,,"£20,000 - £30,000",,,,,,,,4.772037951
2016,,Stalking,,,,,,,,,,,,,,"£30,000 - £40,000",,,,,,,,8.995080577
2016,,Stalking,,,,,,,,,,,,,,"£40,000 - £50,000",,,,,,,,5.585189557
2016,,Stalking,,,,,,,,,,,,,,"Over £50,000",,,,,,,,14.84115348
2016,,Stalking,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,,9.885875389
2016,,Stalking,,,,,,,,,,,,,,,Owner occupiers,,,,,,,7.888727038
2016,,Stalking,,,,,,,,,,,,,,,Social renters,,,,,,,5.750373243
2016,,Stalking,,,,,,,,,,,,,,,Private renters,,,,,,,8.166660648
2016,,Stalking,,,,,,,,,,,,,,,,Houses,,,,,,8.984351386
2016,,Stalking,,,,,,,,,,,,,,,,Detached,,,,,,9.585454745
2016,,Stalking,,,,,,,,,,,,,,,,Semi-detached,,,,,,6.303591562
2016,,Stalking,,,,,,,,,,,,,,,,Terraced,,,,,,7.390586419
2016,,Stalking,,,,,,,,,,,,,,,,Flats/maisonettes,,,,,,5.108746724
2016,,Stalking,,,,,,,,,,,,,,,,,Rural residents,,,,,7.739220788
2016,,Stalking,,,,,,,,,,,,,,,,,Cosmopolitans,,,,,7.835169026
2016,,Stalking,,,,,,,,,,,,,,,,,Ethnicity central,,,,,6.195863475
2016,,Stalking,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,,15.51412643
2016,,Stalking,,,,,,,,,,,,,,,,,Urbanites,,,,,10.97671593
2016,,Stalking,,,,,,,,,,,,,,,,,Suburbanites,,,,,8.347012586
2016,,Stalking,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,,7.316384512
2016,,Stalking,,,,,,,,,,,,,,,,,Hard-pressed living,,,,,11.64406966
2016,,Stalking,,,,,,,,,,,,,,,,,,Urban,,,,7.900371795
2016,,Stalking,,,,,,,,,,,,,,,,,,Rural,,,,11.07627163
2016,,Stalking,,,,,,,,,,,,,,,,,,,High,,,7.999100902
2016,,Stalking,,,,,,,,,,,,,,,,,,,Not high,,,5.597128395
2016,,Stalking,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,,9.884184741
2016,,Stalking,,,,,,,,,,,,,,,,,,,,Other output areas,,9.396519695
2016,,Stalking,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,,8.289189677
2016,,Stalking,,,,,,,,,,,,,,,,,,,,,North East,7.490535206
2016,,Stalking,,,,,,,,,,,,,,,,,,,,,North West,9.991832963
2016,,Stalking,,,,,,,,,,,,,,,,,,,,,Yorkshire and the Humber,8.194925017
2016,,Stalking,,,,,,,,,,,,,,,,,,,,,East Midlands,5.47002879
2016,,Stalking,,,,,,,,,,,,,,,,,,,,,West Midlands,8.521409319
2016,,Stalking,,,,,,,,,,,,,,,,,,,,,East of England,7.854835342
2016,,Stalking,,,,,,,,,,,,,,,,,,,,,London,8.814224708
2016,,Stalking,,,,,,,,,,,,,,,,,,,,,South East,6.479504968
2016,,Stalking,,,,,,,,,,,,,,,,,,,,,South West,6.605828295
2016,,Stalking,,,,,,,,,,,,,,,,,,,,,Wales,6.316303756
2016,Family abuse,Non-sexual,,,,,,,,,,Long-standing illness or disability,Does not limit activities,,,,,,,,,,,4.255918496
2016,Family abuse,Non-sexual,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,5.60430033
2016,Family abuse,Non-sexual,,,,,,,,,,Long-standing illness or disability,Limits activities,,,,,,,,,,,7.60820983
2016,Family abuse,Non-sexual,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,7.078160238
2016,Family abuse,,,,,,,,,,,,,,,,,,,,,,,4.691045737
2016,Family abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,2.71587503
2016,Family abuse,Sexual,,,,,,,,,,,,,,,,,,,,,,5.166337696
2016,Family abuse,Stalking,,,,,,,,,,,,,,,,,,,,,,6.843014986
2016,Partner abuse,Non-sexual,,,,,,,,,,Long-standing illness or disability,Does not limit activities,,,,,,,,,,,3.206038876
2016,Partner abuse,Non-sexual,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,7.201068634
2016,Partner abuse,Non-sexual,,,,,,,,,,Long-standing illness or disability,Limits activities,,,,,,,,,,,5.280814478
2016,Partner abuse,Non-sexual,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,5.17720773
2016,Partner abuse,,,,,,,,,,,,,,,,,,,,,,,0
2016,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0
2016,Partner abuse,Sexual,,,,,,,,,,,,,,,,,,,,,,0
2016,Partner abuse,Stalking,,,,,,,,,,,,,,,,,,,,,,1.725674778
2016,Sexual assault,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,2.139595608
2016,Sexual assault,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,1.496671288
2016,Sexual assault,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,7.891587035
2016,Sexual assault,,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,2.659739513
2016,Sexual assault,,,,16-19,,,,,,,,,,,,,,,,,,,1.162368778
2016,Sexual assault,,,,20-24,,,,,,,,,,,,,,,,,,,0.542569522
2016,Sexual assault,,,,25-34,,,,,,,,,,,,,,,,,,,1.407717757
2016,Sexual assault,,,,35-44,,,,,,,,,,,,,,,,,,,2.750967403
2016,Sexual assault,,,,45-54,,,,,,,,,,,,,,,,,,,5.717410233
2016,Sexual assault,,,,55-59,,,,,,,,,,,,,,,,,,,5.11327056
2016,Sexual assault,,,,,White,,,,,,,,,,,,,,,,,,0.664548469
2016,Sexual assault,,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,,,,,,,,,,,,,1.50763759
2016,Sexual assault,,,,,White,Irish,,,,,,,,,,,,,,,,,2.58549119
2016,Sexual assault,,,,,White,Gypsy/Irish traveller,,,,,,,,,,,,,,,,,2.27076121
2016,Sexual assault,,,,,White,Any other white background,,,,,,,,,,,,,,,,,1.883522538
2016,Sexual assault,,,,,Mixed/multiple ethnic groups,,,,,,,,,,,,,,,,,,2.086176884
2016,Sexual assault,,,,,Mixed/multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,,,4.371565716
2016,Sexual assault,,,,,Mixed/multiple ethnic groups,White and Black African,,,,,,,,,,,,,,,,,0.694588696
2016,Sexual assault,,,,,Mixed/multiple ethnic groups,White and Asian,,,,,,,,,,,,,,,,,1.343478382
2016,Sexual assault,,,,,Mixed/multiple ethnic groups,Any other Mixed/Multiple ethnic background,,,,,,,,,,,,,,,,,1.268157098
2016,Sexual assault,,,,,Asian/Asian British,,,,,,,,,,,,,,,,,,1.805773629
2016,Sexual assault,,,,,Asian/Asian British,Indian,,,,,,,,,,,,,,,,,2.088071587
2016,Sexual assault,,,,,Asian/Asian British,Pakistani,,,,,,,,,,,,,,,,,1.605797609
2016,Sexual assault,,,,,Asian/Asian British,Bangladeshi,,,,,,,,,,,,,,,,,2.246802901
2016,Sexual assault,,,,,Asian/Asian British,Chinese,,,,,,,,,,,,,,,,,0
2016,Sexual assault,,,,,Asian/Asian British,Any other Asian background,,,,,,,,,,,,,,,,,1.65497871
2016,Sexual assault,,,,,Black/African/Caribbean/Black British,,,,,,,,,,,,,,,,,,1.950072654
2016,Sexual assault,,,,,Black/African/Caribbean/Black British,African,,,,,,,,,,,,,,,,,1.663199757
2016,Sexual assault,,,,,Black/African/Caribbean/Black British,Caribbean,,,,,,,,,,,,,,,,,1.382003782
2016,Sexual assault,,,,,Black/African/Caribbean/Black British,Any other Black/African/Caribbean background,,,,,,,,,,,,,,,,,1.707064662
2016,Sexual assault,,,,,Other ethnic group,,,,,,,,,,,,,,,,,,4.102272094
2016,Sexual assault,,,,,Other ethnic group,Other ethnic group - Arab,,,,,,,,,,,,,,,,,4.754797999
2016,Sexual assault,,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,,,1.968310624
2016,Sexual assault,,,,,,,Married,,,,,,,,,,,,,,,,1.265267371
2016,Sexual assault,,,,,,,Cohabiting,,,,,,,,,,,,,,,,2.04552168
2016,Sexual assault,,,,,,,Single,,,,,,,,,,,,,,,,1.695940604
2016,Sexual assault,,,,,,,Separated,,,,,,,,,,,,,,,,1.601821808
2016,Sexual assault,,,,,,,Divorced,,,,,,,,,,,,,,,,1.297124529
2016,Sexual assault,,,,,,,Widowed,,,,,,,,,,,,,,,,1.327192479
2016,Sexual assault,,,,,,,,Employed,,,,,,,,,,,,,,,7.414294898
2016,Sexual assault,,,,,,,,Unemployed,,,,,,,,,,,,,,,5.530500766
2016,Sexual assault,,,,,,,,Inactive,,,,,,,,,,,,,,,2.658072419
2016,Sexual assault,,,,,,,,Student,,,,,,,,,,,,,,,2.262161641
2016,Sexual assault,,,,,,,,Looking after family/home,,,,,,,,,,,,,,,1.571615938
2016,Sexual assault,,,,,,,,Long-term/temporarily sick/ill,,,,,,,,,,,,,,,1.421484164
2016,Sexual assault,,,,,,,,Retired,,,,,,,,,,,,,,,0.685712954
2016,Sexual assault,,,,,,,,Other inactive,,,,,,,,,,,,,,,1.141462047
2016,Sexual assault,,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,,,1.064616104
2016,Sexual assault,,,,,,,,,Intermediate occupations,,,,,,,,,,,,,,3.115245143
2016,Sexual assault,,,,,,,,,Routine and manual occupations,,,,,,,,,,,,,,2.26376861
2016,Sexual assault,,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,,,1.6329355
2016,Sexual assault,,,,,,,,,Full-time students,,,,,,,,,,,,,,1.253503972
2016,Sexual assault,,,,,,,,,Not classified,,,,,,,,,,,,,,1.689589879
2016,Sexual assault,,,,,,,,,,Degree or diploma,,,,,,,,,,,,,1.82365117
2016,Sexual assault,,,,,,,,,,Apprenticeship or A/AS level,,,,,,,,,,,,,1.982408122
2016,Sexual assault,,,,,,,,,,O level/GCSE,,,,,,,,,,,,,1.045611325
2016,Sexual assault,,,,,,,,,,Other,,,,,,,,,,,,,0.678482324
2016,Sexual assault,,,,,,,,,,No qualifications,,,,,,,,,,,,,1.510405109
2016,Sexual assault,,,,,,,,,,,,,Less than 3 hours,,,,,,,,,,1.057337697
2016,Sexual assault,,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,,1.822496575
2016,Sexual assault,,,,,,,,,,,,,7 hours or longer,,,,,,,,,,1.180836706
2016,Sexual assault,,,,,,,,,,,,,,No children,,,,,,,,,3.772834129
2016,Sexual assault,,,,,,,,,,,,,,Adults and child(ren),,,,,,,,,2.716630752
2016,Sexual assault,,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,,1.697867253
2016,Sexual assault,,,,,,,,,,,,,,,"Under £10,000",,,,,,,,1.740860394
2016,Sexual assault,,,,,,,,,,,,,,,"£10,000 - £20,000",,,,,,,,2.45550207
2016,Sexual assault,,,,,,,,,,,,,,,"£20,000 - £30,000",,,,,,,,1.658979992
2016,Sexual assault,,,,,,,,,,,,,,,"£30,000 - £40,000",,,,,,,,2.377814125
2016,Sexual assault,,,,,,,,,,,,,,,"£40,000 - £50,000",,,,,,,,1.574074781
2016,Sexual assault,,,,,,,,,,,,,,,"Over £50,000",,,,,,,,1.338458839
2016,Sexual assault,,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,,2.729804374
2016,Sexual assault,,,,,,,,,,,,,,,,Owner occupiers,,,,,,,2.197123204
2016,Sexual assault,,,,,,,,,,,,,,,,Social renters,,,,,,,1.243699547
2016,Sexual assault,,,,,,,,,,,,,,,,Private renters,,,,,,,1.977000622
2016,Sexual assault,,,,,,,,,,,,,,,,,Houses,,,,,,1.384038969
2016,Sexual assault,,,,,,,,,,,,,,,,,Detached,,,,,,1.147539933
2016,Sexual assault,,,,,,,,,,,,,,,,,Semi-detached,,,,,,1.35262955
2016,Sexual assault,,,,,,,,,,,,,,,,,Terraced,,,,,,1.603131671
2016,Sexual assault,,,,,,,,,,,,,,,,,Flats/maisonettes,,,,,,2.397021357
2016,Sexual assault,,,,,,,,,,,,,,,,,,Rural residents,,,,,1.968958967
2016,Sexual assault,,,,,,,,,,,,,,,,,,Cosmopolitans,,,,,6.495646105
2016,Sexual assault,,,,,,,,,,,,,,,,,,Ethnicity central,,,,,4.880733741
2016,Sexual assault,,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,North East,2.525593495
2016,Sexual assault,,,,,,,,,,,,,,,,,,Urbanites,,,,North West,4.629427326
2016,Sexual assault,,,,,,,,,,,,,,,,,,Suburbanites,,,,Yorkshire and the Humber,3.190935987
2016,Sexual assault,,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,East Midlands,2.500394751
2016,Sexual assault,,,,,,,,,,,,,,,,,,Hard-pressed living,,,,West Midlands,1.736463718
2016,Sexual assault,,,,,,,,,,,,,,,,,,,Urban,,,East of England,1.873290908
2016,Sexual assault,,,,,,,,,,,,,,,,,,,Rural,,,London,2.287101159
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,High,,South East,1.440465726
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,Not high,,South West,1.174424469
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,Wales,1.014134969
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,,Other output areas,,0.621210242
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,,0.247495213
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.068447253
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.221249273
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.006569511
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.006536234
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,1.086679287
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.265261017
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,6.351570115
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,4.815840985
2016,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,2.407205085
2016,,Stalking,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,0.026905575
2016,,Stalking,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,1.033438582
2016,,Stalking,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,0.3514175
2016,,Stalking,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,2.630747691
2016,,Stalking,,,,,,,,,,,,,,,,,,,,,,5.961895276
2016,,Stalking,,,16-19,,,,,,,,,,,,,,,,,,,6.811283226
2016,,Stalking,,,20-24,,,,,,,,,,,,,,,,,,,6.011710861
2016,,Stalking,,,25-34,,,,,,,,,,,,,,,,,,,8.416128409
2016,,Stalking,,,35-44,,,,,,,,,,,,,,,,,,,7.597518336
2016,,Stalking,,,45-54,,,,,,,,,,,,,,,,,,,6.827591426
2016,,Stalking,,,55-59,,,,,,,,,,,,,,,,,,,5.777789313
2016,,Stalking,,,,White,,,,,,,,,,,,,,,,,,6.229199326
2016,,Stalking,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,,,,,,,,,,,,,9.379336097
2016,,Stalking,,,,White,Irish,,,,,,,,,,,,,,,,,6.10707033
