Year,Units,Manufacturing category,Manufacturing subcategory,Manufacturing description,Value
2010,Percentage (%) of gross domestic product,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,0.943563333
2010,Percentage (%) of gross domestic product,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of fabricated metal products, excluding weapons and ammunition",0.823727596
2010,Percentage (%) of gross domestic product,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,0.121582964
2010,Percentage (%) of gross domestic product,"Manufacturing of computer, electronic and optical products",,,0.473318022
2010,Percentage (%) of gross domestic product,"Manufacturing of computer, electronic and optical products","Manufacture of computer, electronic and optical products",,0.473318022
2010,Percentage (%) of gross domestic product,Manufacture of electrical equipment,,,0.310584827
2010,Percentage (%) of gross domestic product,Manufacture of electrical equipment,Manufacture of electrical equipment,,0.310584827
2010,Percentage (%) of gross domestic product,Manufacture of machinery and equipment  N.E.C.,,,0.709796285
2010,Percentage (%) of gross domestic product,Manufacture of machinery and equipment  N.E.C.,Manufacture of machinery and equipment N.E.C.,,0.709796285
2010,Percentage (%) of gross domestic product,Manufacture of transport equipment,,,1.07683465
2010,Percentage (%) of gross domestic product,Manufacture of transport equipment,"Manufacture of motor vehicles, trailers and semi-trailers",,0.552124027
2010,Percentage (%) of gross domestic product,Manufacture of transport equipment,Manufacture of other transport equipment,,0.530916295
2010,Percentage (%) of gross domestic product,Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,0.087602394
2010,Percentage (%) of gross domestic product,Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,0.371617306
2010,Percentage (%) of gross domestic product,Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of other transport equipment,0.070853105
2010,Percentage (%) of gross domestic product,Other manufacturing and repair,,,0.882410355
2010,Percentage (%) of gross domestic product,Other manufacturing and repair,Manufacture of furniture,,0.21063134
2010,Percentage (%) of gross domestic product,Other manufacturing and repair,Other manufacturing,,0.311729563
2010,Percentage (%) of gross domestic product,Other manufacturing and repair,Repair and installation of machinery and equipment,,0.364447647
2010,Percentage (%) of gross domestic product,Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,0.021749975
2010,Percentage (%) of gross domestic product,Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,0.130801098
2010,Percentage (%) of gross domestic product,Other manufacturing and repair,Repair and installation of machinery and equipment,Rest of repair; installation,0.221476203
2011,Percentage (%) of gross domestic product,,,,10.01032751
2011,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",,,1.599814817
2011,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of food products,,1.217518785
2011,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,0.188862905
2011,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.188684845
2011,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of vegetable and animal oils and fats,0.016915754
2011,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of dairy products,0.066475944
2011,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Manufacture of grain mill products, starches and starch products",0.088377393
2011,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of bakery and farinaceous products,0.257891051
2011,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of other food products,0.36270937
2011,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of prepared animal feeds,0.05680132
2011,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,0.316769744
2011,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of alcoholic beverages,0.266734725
2011,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,0.055554896
2011,Percentage (%) of gross domestic product,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of tobacco products,0.06422051
2011,Percentage (%) of gross domestic product,"Manufacture of textiles, wearing apparel and leather products",,,0.420400992
2011,Percentage (%) of gross domestic product,"Manufacture of textiles, wearing apparel and leather products",Manufacture of textiles  ,,0.216106172
2011,Percentage (%) of gross domestic product,"Manufacture of textiles, wearing apparel and leather products",Manufacture of wearing apparel,,0.171175556
2011,Percentage (%) of gross domestic product,"Manufacture of textiles, wearing apparel and leather products",Manufacture of leather and related products,,0.037333365
2011,Percentage (%) of gross domestic product,"Manufacture of wood and paper products, and printing",,,0.711470662
2011,Percentage (%) of gross domestic product,"Manufacture of wood and paper products, and printing","Manufacture of wood and products of wood and cork, except furniture; manufacture of articles of straw",,0.141320735
2011,Percentage (%) of gross domestic product,"Manufacture of wood and paper products, and printing",Manufacture of paper and paper products  ,,0.243824266
2011,Percentage (%) of gross domestic product,"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,0.328818509
2011,Percentage (%) of gross domestic product,"Manufacture of coke, and refined petroleum products",,,0.220854453
2011,Percentage (%) of gross domestic product,"Manufacture of coke, and refined petroleum products",Manufacture of coke and refined petroleum products,,0.220854453
